game_id	section_id	player_id	player_name	player_url	position	minutes_played	field_goals_made	field_goals_attempted	three_point_field_goals	three_point_field_goals_attempted	free_throws	free_throws_attempted	points	offensive_rebounds	defensive_rebounds	total_rebounds	assists	turnovers	steals	blocks	fouls
3977022	0	1531201	Curtis, Bobby	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1531201	""	4	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 
3977022	0	1640989	Drake, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1640989	""	4	1	6	3	10	0.300	 	 	1	 	 	 	5	 	8.5	 
3977022	0	1750086	Chavers, Corey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1750086	""	4	1	12	6	32	0.188	2	 	6	5	1	 	1	 	12.5	 
3977022	0	1640991	Boehle, Hayden	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1640991	""	4	 	 	 	 	 	3	 	 	11	1	 	 	 	 	 
3977022	0	1418739	Delson, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1418739	""	4	1	14	3	30	0.367	 	1	3	4	 	 	3	 	16.5	 
3977022	0	1750084	Seif, Jonah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1750084	""	4	1	3	 	3	1.000	43	4	2	3	 	 	1	 	7.5	 
3977022	0	1750088	Marsh, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1750088	""	4	1	13	6	34	0.206	 	2	4	3	1	 	2	 	16.0	 
3977022	0	1305764	Hardy, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1305764	""	4	1	5	4	13	0.077	 	1	 	1	 	 	2	2	7.0	 
3977022	0	1640986	Pion, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1640986	""	2	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 
3977022	0		TEAM		""	2	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 
3977022	0		Totals		""	4	 	53	22	122	0.254	48	8	18	27	5	 	14	2	68.0	 
3977022	0		Total Team Blocks: 7.0	
3977022	1	1429727	Fifer, Scott	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1429727	""	4	1	1	 	1	1.000	44	 	1	8	 	1	4	1	4.0	1
3977022	1	1299557	Lilly, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1299557	""	4	1	11	4	23	0.304	 	2	2	2	 	 	1	1	13.5	1
3977022	1	1749850	Moses, Julian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1749850	""	4	1	21	5	34	0.471	 	 	2	8	 	 	6	 	24.0	 
3977022	1	1420434	Schmiegelt, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1420434	""	4	1	3	1	8	0.250	1	3	1	1	 	 	3	1	7.5	 
3977022	1	1749858	Simmons, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1749858	""	4	1	4	3	14	0.071	2	 	2	5	3	 	3	 	5.5	 
3977022	1	1749847	Walenga, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12382&stats_player_seq=1749847	""	4	 	 	 	 	 	3	 	 	10	4	 	 	 	 	 
